pathway_id	pathway_name	pathway_reactions	pathway_kos	pathway_compounds
map00040	Pentose and glucuronate interconversions	R00264,R00264,R00286,R00286,R00289,R00289,R01381,R01381,R01383,R01383,R01429,R01429,R01430,R01430,R01431,R01431,R01432,R01432,R01476,R01476,R01478,R01478,R01481,R01481,R01482,R01482,R01524,R01524,R01525,R01525,R01526,R01526,R01529,R01529,R01540,R01540,R01542,R01542,R01577,R01577,R01639,R01639,R01758,R01758,R01759,R01759,R01761,R01761,R01782,R01782,R01785,R01785,R01892,R01892,R01895,R01895,R01896,R01896,R01898,R01898,R01901,R01901,R01902,R01902,R01903,R01903,R01904,R01904,R01905,R01905,R01906,R01906,R01982,R01982,R01983,R01983,R02360,R02360,R02361,R02361,R02362,R02362,R02427,R02427,R02428,R02428,R02429,R02429,R02439,R02439,R02441,R02441,R02454,R02454,R02555,R02555,R02637,R02637,R02639,R02639,R02640,R02640,R02921,R02921,R03244,R03244,R04382,R04382,R04383,R04383,R04515,R04515,R04784,R04784,R05604,R05604,R05606,R05606,R05831,R05831,R05850,R05850,R07125,R07125,R07127,R07127,R07134,R07134,R07143,R07143,R07144,R07144,R07152,R07152,R07413,R07413,R07676,R07676,R09186,R09186,R09477,R09477,R10532,R10532,R10550,R10550,R10563,R10563,R10565,R10565,R10848,R10848,R11624,R11624,R11768,R11768,R12643,R12643,R12695,R12695,R12696,R12696,R13196,R13196,R13198,R13198	K00002,K00007,K00008,K00011,K00012,K00039,K00040,K00041,K00065,K00078,K00594,K00699,K00848,K00853,K00854,K00875,K00879,K00880,K00963,K01051,K01184,K01195,K01213,K01628,K01629,K01685,K01686,K01728,K01730,K01731,K01783,K01804,K01805,K01812,K01815,K01818,K01820,K03077,K03078,K03079,K03331,K05351,K05352,K08092,K08322,K08323,K09988,K12447,K13247,K13877,K14259,K14273,K14274,K14275,K14756,K16190,K16849,K16850,K17738,K17743,K17818,K18102,K18103,K18106,K18107,K19551,K19588,K19634,K21030,K21031,K21619,K21680,K21681,K22185,K22186,K22187,K22396,K22397,K22539,K22933,K22935,K22994,K24442,K24443,K24707,K25879,K25880,K25881,K26066,K26933	C00022,C00026,C00029,C00103,C00111,C00116,C00167,C00181,C00191,C00199,C00204,C00216,C00231,C00259,C00266,C00309,C00310,C00312,C00333,C00379,C00433,C00470,C00474,C00476,C00502,C00508,C00514,C00532,C00558,C00618,C00714,C00789,C00800,C00817,C00905,C01068,C01101,C01508,C01904,C02266,C02273,C02426,C02753,C03033,C03291,C03826,C04053,C04349,C04575,C05385,C05411,C05412,C06118,C06441,C14899,C15930,C20680,C22337,C22712
map04151	PI3K-Akt signaling pathway		K00693,K00922,K01084,K01110,K01596,K02089,K02091,K02158,K02161,K02206,K02539,K02580,K02582,K02583,K02649,K02677,K02833,K02991,K03083,K03099,K03176,K03258,K03259,K03456,K03900,K03914,K04079,K04129,K04130,K04273,K04275,K04289,K04291,K04294,K04347,K04354,K04355,K04356,K04357,K04358,K04359,K04360,K04361,K04362,K04363,K04364,K04366,K04368,K04369,K04371,K04374,K04377,K04382,K04389,K04392,K04399,K04447,K04450,K04451,K04456,K04465,K04467,K04503,K04526,K04527,K04536,K04537,K04538,K04539,K04540,K04541,K04542,K04543,K04544,K04545,K04546,K04547,K04548,K04549,K04570,K04659,K04688,K04735,K04736,K04737,K05055,K05057,K05061,K05068,K05069,K05070,K05071,K05072,K05079,K05080,K05081,K05083,K05084,K05085,K05087,K05089,K05090,K05091,K05092,K05093,K05094,K05095,K05096,K05097,K05098,K05099,K05103,K05121,K05126,K05130,K05131,K05405,K05414,K05415,K05418,K05423,K05429,K05430,K05431,K05437,K05438,K05439,K05448,K05449,K05450,K05451,K05452,K05453,K05454,K05459,K05460,K05461,K05462,K05465,K05466,K05467,K05629,K05631,K05635,K05636,K05637,K05717,K05719,K05725,K05855,K05870,K06071,K06236,K06237,K06238,K06240,K06241,K06243,K06244,K06245,K06246,K06247,K06248,K06249,K06250,K06251,K06252,K06253,K06276,K06465,K06476,K06480,K06481,K06482,K06483,K06484,K06485,K06487,K06493,K06525,K06583,K06584,K06585,K06586,K06587,K06588,K06589,K06590,K06591,K06624,K06625,K06626,K06630,K06643,K06856,K07198,K07203,K07204,K07205,K07206,K07207,K07208,K07209,K07210,K07298,K07825,K07826,K07827,K07828,K08131,K08266,K08270,K08390,K08524,K08774,K09047,K09048,K09049,K09408,K09420,K09487,K09554,K09782,K09784,K10151,K10152,K10159,K10160,K10167,K10605,K11217,K11218,K11583,K11584,K12230,K12457,K13242,K13302,K13303,K13304,K13769,K16172,K16197,K16198,K16332,K16333,K16339,K16340,K16341,K16836,K16837,K16857,K16858,K16859,K17386,K18496,K18497,K19719,K21289,K21290,K22428,K22429,K22603,K23691,K23692,K25414,K25415,K25416	C00020,C00533,C04637,C05981
map04980	Cobalamin transport and metabolism		K00548,K00597,K00798,K01847,K05678,K06734,K07588,K13279,K14615,K14617,K14618,K14619,K14966,K20828,K23211,K25741,K26006	C00073,C00091,C00101,C00155,C00194,C00440,C00541,C01213,C02823,C06409,C06410,C06453,C08230,C22880
map07037	Antiarrhythmic drugs			C06855,C13772,C13777
map04070	Phosphatidylinositol signaling system		K00888,K00889,K00901,K00911,K00913,K00914,K00915,K00920,K00921,K00922,K00923,K00981,K00999,K01092,K01099,K01106,K01107,K01108,K01109,K01110,K01116,K02183,K02649,K02677,K03084,K04958,K04959,K04960,K05857,K05858,K05859,K05860,K05861,K07756,K10047,K10572,K13024,K13084,K13711,K15422,K15759,K15909,K18081,K18082,K18083,K18086,K18649,K19662,K19663,K19786,K19801,K20278,K20279,K21797,K21798	C00076,C00137,C00269,C00416,C00641,C01177,C01194,C01204,C01220,C01243,C01245,C01272,C01277,C01284,C03546,C04006,C04062,C04063,C04477,C04549,C04637,C05981,C11174,C11526,C11554,C11555,C11556,C11557,C20690
map00450	Selenocompound metabolism	R03595,R03595,R03596,R03596,R03599,R03599,R04770,R04770,R04772,R04772,R04773,R04773,R04929,R04929,R04931,R04931,R04941,R04941,R04944,R04944,R04946,R04946,R07229,R07229,R08219,R08219,R08223,R08223,R08224,R08224,R09365,R09365,R09366,R09366,R09367,R09367,R09368,R09368,R09369,R09369,R09370,R09370,R09371,R09371,R09372,R09372,R09373,R09373,R13388,R13388	K00384,K00548,K00549,K00562,K00816,K00955,K00956,K00957,K00958,K01008,K01042,K01739,K01758,K01760,K01761,K01763,K01874,K03341,K07309,K07310,K08247,K10837,K11717,K12527,K12528,K12529,K13811,K14155,K17050,K17051,K17052,K22182,K24042,K27874,K27875,K27876	C00017,C00041,C01528,C02535,C05172,C05335,C05336,C05684,C05686,C05688,C05689,C05690,C05695,C05697,C05698,C05699,C05703,C06481,C06482,C16638,C18870,C18871,C18872,C18893,C18902,C18904,C18905
map00996	Biosynthesis of various alkaloids	R00984,R00984,R01426,R01426,R03614,R03614,R05772,R05772,R05773,R05773,R07250,R07250,R07416,R07416,R08376,R08376,R08377,R08377,R08464,R08464,R08465,R08465,R08466,R08466,R08467,R08467,R08470,R08470,R08471,R08471,R08472,R08472,R08473,R08473,R08474,R08474,R08475,R08475,R08476,R08476,R08477,R08477,R08478,R08478,R08487,R08487,R08488,R08488,R08489,R08489,R08490,R08490,R08491,R08491,R08492,R08492,R08496,R08496,R08498,R08498,R08507,R08507,R08508,R08508,R08535,R08535,R08561,R08561,R08838,R08838,R09088,R09088,R09089,R09089,R09090,R09090,R09688,R09688,R12007,R12007,R12622,R12622,R12626,R12626,R12628,R12628,R12831,R12831,R12832,R12832,R12833,R12833,R12834,R12834,R12835,R12835,R12836,R12836,R12837,R12837,R12840,R12840,R12841,R12841,R12845,R12845,R12846,R12846,R12847,R12847,R12848,R12848,R12849,R12849,R12850,R12850,R13324,R13324	K12643,K12644,K15812,K18383,K24276,K24277,K25060,K25486,K25487,K25488,K25489,K25490,K25491,K25492,K27598	C00024,C00074,C00078,C00079,C00083,C00108,C00180,C00187,C00223,C00251,C00254,C00323,C00406,C00423,C00493,C00630,C00751,C00755,C00805,C01054,C01197,C01494,C01575,C01897,C02765,C03005,C03470,C04351,C06332,C06528,C06543,C06866,C07303,C08300,C08301,C08624,C08627,C08748,C08794,C08795,C08796,C08797,C08800,C10632,C10660,C10722,C10733,C10738,C10740,C10820,C10826,C10827,C11379,C12092,C12093,C16666,C16716,C16719,C16721,C16723,C16724,C16725,C16726,C16727,C16735,C17268,C18202,C19819,C21841,C22289,C22433,C22434,C22435,C22436,C22437,C22446,C22447,C22448
map04370	VEGF signaling pathway		K00922,K01116,K02158,K02649,K02677,K02833,K04348,K04366,K04368,K04369,K04371,K04392,K04393,K04399,K04441,K04443,K04444,K04455,K04456,K04718,K05098,K05448,K05704,K05725,K05760,K05859,K06268,K07827,K07828,K07860,K07861,K08273,K11987,K13242,K16342,K17332,K17447,K19662,K19663	C00076,C00165,C00533,C01245,C01312,C05981
map03070	Bacterial secretion system		K02452,K02453,K02454,K02455,K02456,K02457,K02458,K02459,K02460,K02461,K02462,K02464,K02465,K03070,K03071,K03072,K03073,K03074,K03075,K03076,K03106,K03110,K03116,K03117,K03118,K03194,K03195,K03196,K03197,K03198,K03199,K03200,K03201,K03202,K03203,K03204,K03205,K03210,K03217,K03219,K03221,K03222,K03223,K03224,K03225,K03226,K03227,K03228,K03229,K03230,K03425,K04056,K04057,K04058,K04059,K11003,K11004,K11016,K11017,K11028,K11891,K11892,K11903,K11904,K11906,K11907,K11912,K11913,K11915,K12257,K12340,K12341,K12342,K13301	C00002
map07019	Tetracyclines			
map07021	Aminoglycosides			
map00410	beta-Alanine metabolism	R00233,R00233,R00489,R00489,R00705,R00705,R00706,R00706,R00743,R00743,R00904,R00904,R00905,R00905,R00907,R00907,R00908,R00908,R00909,R00909,R00910,R00910,R00911,R00911,R00912,R00912,R00977,R00977,R00978,R00978,R01164,R01164,R01166,R01166,R01604,R01604,R01607,R01607,R01608,R01608,R01611,R01611,R01914,R01914,R02269,R02269,R02473,R02473,R02549,R02549,R03045,R03045,R03046,R03046,R03139,R03139,R03158,R03158,R03286,R03286,R03288,R03288,R03935,R03935,R04432,R04432,R09076,R09076,R09077,R09077,R09379,R09379,R12356,R12356	K00128,K00129,K00137,K00140,K00149,K00207,K00232,K00248,K00276,K00316,K00822,K00823,K01431,K01464,K01578,K01579,K01580,K01692,K01782,K01825,K01918,K05604,K05605,K06016,K07250,K07511,K07514,K07515,K08660,K09722,K12259,K13366,K13367,K13524,K13799,K14085,K14729,K14755,K15372,K17722,K17723,K17839,K18933,K18966,K23146,K25571	C00024,C00049,C00083,C00099,C00100,C00106,C00135,C00222,C00315,C00334,C00383,C00386,C00429,C00555,C00750,C00804,C00864,C00894,C00986,C01013,C01073,C01262,C02335,C02642,C03492,C03722,C05340,C05341,C05665,C05668,C05669,C05670
map05340	Primary immunodeficiency		K01488,K03160,K03161,K03648,K05070,K05072,K05150,K05151,K05653,K05654,K05856,K06450,K06451,K06454,K06458,K06459,K06465,K06478,K06506,K06554,K06713,K06856,K07210,K07360,K07370,K07371,K08060,K08061,K08062,K08063,K10603,K10628,K10887,K10988,K10989,K11218,K16056	
map04080	Neuroactive ligand-receptor interaction		K01312,K01313,K01315,K01319,K01352,K03898,K03914,K03915,K03916,K03990,K03994,K04009,K04010,K04129,K04130,K04131,K04132,K04133,K04134,K04135,K04136,K04137,K04138,K04139,K04140,K04141,K04142,K04143,K04144,K04145,K04146,K04147,K04148,K04149,K04150,K04151,K04152,K04153,K04157,K04160,K04161,K04162,K04163,K04166,K04167,K04168,K04169,K04170,K04172,K04173,K04174,K04194,K04195,K04197,K04198,K04199,K04200,K04201,K04202,K04203,K04204,K04205,K04206,K04207,K04208,K04210,K04211,K04212,K04213,K04214,K04215,K04216,K04217,K04218,K04219,K04220,K04221,K04222,K04223,K04224,K04226,K04227,K04228,K04229,K04230,K04231,K04232,K04234,K04235,K04236,K04238,K04239,K04240,K04241,K04247,K04248,K04249,K04258,K04259,K04260,K04261,K04262,K04263,K04264,K04265,K04266,K04267,K04268,K04269,K04270,K04271,K04272,K04273,K04274,K04275,K04276,K04277,K04278,K04279,K04280,K04282,K04284,K04285,K04286,K04287,K04288,K04289,K04290,K04291,K04292,K04293,K04294,K04295,K04296,K04297,K04299,K04303,K04306,K04307,K04314,K04320,K04322,K04323,K04332,K04576,K04577,K04578,K04579,K04580,K04581,K04582,K04583,K04584,K04585,K04586,K04587,K04588,K04589,K04590,K04603,K04604,K04605,K04606,K04607,K04608,K04609,K04610,K04615,K04617,K04803,K04804,K04805,K04806,K04807,K04808,K04809,K04810,K04811,K04812,K04813,K04814,K04815,K04816,K04817,K04818,K05051,K05052,K05053,K05054,K05062,K05080,K05081,K05175,K05181,K05184,K05185,K05186,K05189,K05190,K05192,K05193,K05194,K05195,K05196,K05197,K05198,K05199,K05200,K05201,K05202,K05203,K05204,K05205,K05206,K05207,K05208,K05209,K05210,K05211,K05212,K05213,K05214,K05215,K05216,K05217,K05218,K05219,K05220,K05221,K05222,K05223,K05224,K05225,K05226,K05227,K05228,K05229,K05232,K05233,K05234,K05235,K05237,K05238,K05239,K05240,K05241,K05242,K05243,K05244,K05246,K05247,K05248,K05249,K05250,K05251,K05252,K05253,K05254,K05256,K05257,K05258,K05259,K05260,K05261,K05262,K05263,K05264,K05265,K05266,K05267,K05268,K05269,K05424,K05438,K05439,K05547,K05770,K05771,K05840,K08039,K08362,K08374,K08375,K08376,K08377,K08378,K08386,K08387,K08388,K08397,K08398,K08521,K08522,K09821,K12332,K12333,K15840,K16366,K16367,K17278,K18832,K21998,K21999,K22000,K22001,K23140,K23141,K23142,K23143,K23681,K23682,K24267,K25343,K25355,K25367,K25368,K25369,K25370,K25482,K25483,K25484,K25690,K25691,K25692,K25693,K25694,K25695,K25696,K26169,K26170,K26171,K27951	C00002,C00008,C00015,C00025,C00037,C00049,C00075,C00099,C00212,C00245,C00334,C00388,C00398,C00410,C00483,C00506,C00547,C00584,C00639,C00681,C00696,C00735,C00780,C00788,C01120,C01312,C01516,C01598,C01829,C01996,C02165,C02166,C02198,C02465,C03758,C04227,C04598,C05113,C05951,C05952,C06124,C06314,C06865,C11695,C12270,C12271,C12272,C13856,C15890,C15891,C15995,C16511,C16512
map05410	Hypertrophic cardiomyopathy		K01283,K03156,K04850,K04851,K04853,K04857,K04858,K04859,K04860,K04861,K04862,K04863,K04864,K04865,K04866,K04867,K04868,K04869,K04870,K04871,K04872,K04873,K04962,K05405,K05459,K05637,K05692,K05719,K05849,K05853,K05865,K06265,K06476,K06480,K06481,K06482,K06483,K06484,K06485,K06487,K06493,K06525,K06583,K06584,K06585,K06586,K06587,K06588,K06589,K06590,K06591,K07198,K07199,K07200,K07610,K09290,K09821,K10351,K10366,K10373,K10374,K10375,K12044,K12045,K12314,K12563,K12564,K12565,K12566,K12567,K12568,K12569,K12641,K12749,K12959,K13240,K13375,K13376,K13377,K16366,K17751,K22194,K24063,K24064,K26998,K27061,K27062	C00002,C00076,C01330
map00405	Phenazine biosynthesis	R00982,R00982,R00986,R00986,R08956,R08956,R09707,R09707,R10467,R10467,R10590,R10590,R10966,R10966,R11346,R11346,R11463,R11463,R11489,R11489,R11490,R11490,R11491,R11491,R11492,R11492,R11533,R11533,R11542,R11542,R11568,R11568,R11569,R11569,R11570,R11570,R11571,R11571,R11572,R11572,R11573,R11573,R11574,R11574,R11575,R11575,R11576,R11576,R11577,R11577,R11578,R11578,R11586,R11586,R11587,R11587,R11589,R11589,R11590,R11590	K01657,K01658,K06998,K13063,K17940,K18000,K18001,K18002,K18003,K20257,K20260,K20261,K20262,K20940,K21103,K21338	C00108,C00251,C01748,C01944,C02247,C11848,C12119,C18054,C19830,C19831,C20643,C20981,C20982,C21295,C21408,C21409,C21410,C21411,C21412,C21413,C21442,C21452,C21453,C21473,C21474,C21475,C21476,C21477,C21488,C21489,C21490
map07045	Antineoplastics - protein kinase inhibitors			
map05110	Vibrio cholerae infection		K01116,K02144,K02145,K02146,K02147,K02148,K02149,K02150,K02151,K02152,K02153,K02154,K02155,K02677,K03661,K03662,K04345,K04632,K04926,K05031,K05692,K05701,K05859,K06098,K07342,K07937,K08043,K08049,K08604,K09481,K09582,K10928,K10929,K10930,K10931,K10932,K10933,K10934,K10935,K10948,K10949,K10950,K10951,K10952,K10953,K10954,K10956,K21712,K23550	C00014,C00080,C00165,C00238,C00575,C00698,C01245,C01330,C04911
map04512	ECM-receptor interaction		K03900,K04659,K05635,K05636,K05637,K05717,K05719,K06236,K06237,K06238,K06240,K06241,K06243,K06244,K06245,K06246,K06247,K06248,K06249,K06250,K06251,K06252,K06253,K06254,K06255,K06256,K06257,K06258,K06259,K06260,K06261,K06262,K06263,K06264,K06265,K06266,K06267,K06476,K06480,K06481,K06482,K06483,K06484,K06485,K06487,K06493,K06525,K06583,K06584,K06585,K06586,K06587,K06588,K06589,K06590,K06591,K06824,K08131,K16338,K16857,K19719,K23328,K23379,K23380,K23573,K26442	
map00340	Histidine metabolism	R00069,R00069,R00254,R00254,R00270,R00270,R00525,R00525,R00526,R00526,R01071,R01071,R01159,R01159,R01161,R01161,R01163,R01163,R01164,R01164,R01166,R01166,R01167,R01167,R01168,R01168,R01169,R01169,R02144,R02144,R02150,R02150,R02152,R02152,R02155,R02155,R02285,R02285,R02286,R02286,R02287,R02287,R02288,R02288,R02914,R02914,R03012,R03012,R03013,R03013,R03188,R03188,R03243,R03243,R03286,R03286,R03288,R03288,R03457,R03457,R04035,R04035,R04037,R04037,R04065,R04065,R04066,R04066,R04068,R04068,R04214,R04214,R04282,R04282,R04283,R04283,R04479,R04479,R04558,R04558,R04640,R04640,R04674,R04674,R04874,R04874,R04875,R04875,R04876,R04876,R04877,R04877,R04879,R04879,R04996,R04996,R10330,R10330,R11013,R11013,R11014,R11014,R11021,R11021,R11023,R11023	K00013,K00128,K00129,K00149,K00274,K00546,K00603,K00765,K00817,K01089,K01437,K01458,K01468,K01479,K01496,K01523,K01590,K01663,K01693,K01712,K01745,K01814,K02500,K02501,K02502,K04486,K05602,K05603,K05604,K07008,K08660,K11182,K11755,K13990,K14085,K14152,K14755,K17363,K18649,K18911,K18912,K18913,K19787,K20246,K20247,K22437,K24017	C00025,C00026,C00049,C00119,C00135,C00386,C00388,C00439,C00785,C00860,C01044,C01045,C01100,C01152,C01262,C01267,C01929,C02739,C02741,C02835,C03277,C03409,C03680,C04437,C04666,C04677,C04896,C04916,C05127,C05130,C05131,C05133,C05135,C05565,C05568,C05570,C05571,C05572,C05575,C05827,C05828,C05829,C16673,C16674,C20522,C20994,C20995
map00120	Primary bile acid biosynthesis	R01463,R01463,R02794,R02794,R02797,R02797,R03718,R03718,R03719,R03719,R03720,R03720,R03974,R03974,R03975,R03975,R03977,R03977,R04263,R04263,R04806,R04806,R04807,R04807,R04808,R04808,R04809,R04809,R04810,R04810,R04811,R04811,R04812,R04812,R04813,R04813,R04817,R04817,R04818,R04818,R04819,R04819,R04823,R04823,R04824,R04824,R04825,R04825,R04826,R04826,R05835,R05835,R07204,R07204,R07207,R07207,R07208,R07208,R07209,R07209,R07218,R07218,R07296,R07296,R07372,R07372,R08505,R08505,R08721,R08721,R08723,R08723,R08724,R08724,R08725,R08725,R08726,R08726,R08727,R08727,R08728,R08728,R08733,R08733,R08734,R08734,R08735,R08735,R08738,R08738,R08739,R08739,R08740,R08740,R08743,R08743,R08744,R08744,R08745,R08745,R08758,R08758,R08759,R08759,R08760,R08760,R08761,R08761	K00037,K00251,K00488,K00489,K00659,K01442,K01796,K07430,K07431,K07439,K07440,K08748,K08764,K10214,K10223,K11992,K12405,K12408	C00037,C00187,C00245,C00695,C01301,C01794,C01921,C02528,C03594,C04554,C04722,C05122,C05337,C05444,C05445,C05446,C05447,C05448,C05449,C05451,C05452,C05453,C05454,C05455,C05460,C05465,C05466,C05467,C05468,C06341,C13550,C15518,C15519,C15520,C15610,C15613,C15614,C17331,C17332,C17333,C17335,C17336,C17337,C17339,C17343,C17345,C17346
map04935	Growth hormone synthesis, secretion and action		K00922,K01116,K02649,K02677,K02833,K03083,K03099,K04217,K04218,K04219,K04221,K04284,K04345,K04364,K04366,K04368,K04369,K04371,K04374,K04379,K04416,K04430,K04432,K04433,K04438,K04440,K04441,K04447,K04450,K04456,K04498,K04584,K04630,K04632,K04634,K04635,K04692,K04694,K04695,K04696,K04850,K04851,K04853,K04857,K04958,K04959,K04960,K05080,K05237,K05254,K05260,K05438,K05459,K05725,K05726,K05858,K05859,K05870,K06279,K07187,K07203,K07827,K07828,K08041,K08042,K08043,K08044,K08045,K08046,K08047,K08048,K08049,K09028,K09047,K09048,K09049,K09363,K10138,K11220,K11223,K11224,K11265,K16172,K17256,K17445,K17446,K17447,K17448,K17449,K19662,K19663,K25968	C00076,C00165,C00575,C01245
map01503	Cationic antimicrobial peptide (CAMP) resistance		K00677,K01364,K01399,K01401,K01406,K01448,K03367,K03585,K03673,K03739,K03740,K03760,K03767,K04771,K06079,K07264,K07637,K07640,K07643,K07660,K07662,K07771,K07806,K08477,K08589,K10011,K10012,K12340,K12962,K12963,K12973,K12975,K13014,K13632,K14188,K14198,K14205,K18072,K18073,K18138,K18514,K19077,K19078,K19079,K19080,K19226,K19227,K19228,K19229,K19230,K19236,K19238,K19239,K19240	C00133,C00338,C00346,C06026,C11198,C15922,C15936,C16054,C16059,C18313,C19596,C20930,C20931
map04011	MAPK signaling pathway - yeast		K00006,K00706,K00888,K00889,K01383,K02218,K02220,K02515,K02516,K02555,K02677,K03085,K03114,K03781,K04371,K04393,K04409,K04441,K04464,K04513,K04536,K04563,K04627,K06009,K06276,K06630,K06648,K06649,K06650,K06651,K06652,K06665,K06666,K07973,K08294,K09051,K09265,K09448,K09468,K10591,K11213,K11215,K11226,K11227,K11228,K11229,K11230,K11231,K11232,K11233,K11234,K11235,K11236,K11237,K11238,K11239,K11240,K11241,K11242,K11243,K11244,K11245,K11246,K12412,K12760,K15174,K17741,K17971,K19704,K19806,K19807,K19812,K19815,K19816,K19833,K19838,K19839,K19840,K19841,K19842,K19843,K19844,K19845,K19846,K19847,K19848,K19849,K19850,K19851,K19860,K23469	
map05220	Chronic myeloid leukemia		K00922,K02089,K02091,K02158,K02159,K02580,K02649,K02833,K03099,K03511,K04364,K04365,K04366,K04368,K04369,K04371,K04377,K04388,K04402,K04438,K04451,K04456,K04462,K04467,K04496,K04501,K04503,K04570,K04674,K04707,K04734,K04735,K06067,K06279,K06618,K06619,K06620,K06621,K06624,K06625,K06643,K07209,K07210,K07293,K07827,K07828,K08091,K08367,K08845,K08878,K09389,K10140,K11223,K11224,K13375,K13376,K13377,K14021,K17447,K17448,K17449,K17454,K23605	C05981
map05030	Cocaine addiction		K00274,K00501,K01593,K02090,K02580,K04144,K04145,K04345,K04355,K04374,K04448,K04450,K04605,K04606,K04630,K04632,K04735,K05036,K05198,K05208,K05209,K05210,K05211,K05212,K05213,K05214,K05870,K08045,K08155,K09029,K09047,K09048,K09049,K11716,K11828,K13765,K15494,K15839,K15840	C00025,C00027,C00082,C00355,C00575,C01161,C03758
map05415	Diabetic cardiomyopathy		K00036,K00134,K00161,K00162,K00234,K00235,K00236,K00237,K00383,K00411,K00412,K00413,K00414,K00415,K00416,K00417,K00418,K00419,K00420,K00693,K00820,K00898,K00922,K01110,K01283,K01329,K01379,K01380,K01398,K01403,K02125,K02126,K02127,K02128,K02131,K02132,K02133,K02134,K02135,K02136,K02137,K02138,K02256,K02261,K02262,K02263,K02264,K02265,K02266,K02267,K02268,K02270,K02271,K02272,K02273,K02580,K02649,K02677,K03083,K03878,K03879,K03880,K03881,K03882,K03883,K03884,K03934,K03935,K03936,K03937,K03938,K03939,K03940,K03941,K03942,K03943,K03944,K03945,K03946,K03947,K03948,K03949,K03950,K03951,K03952,K03953,K03954,K03955,K03956,K03957,K03958,K03959,K03960,K03961,K03962,K03963,K03964,K03965,K03966,K03967,K03968,K04166,K04388,K04392,K04440,K04441,K04456,K04500,K04515,K04526,K04527,K04674,K04684,K04735,K04962,K05852,K05853,K05858,K05862,K05863,K06068,K06236,K06259,K06269,K07191,K07203,K07294,K07299,K07860,K08009,K08010,K08011,K08012,K08766,K09565,K09821,K11351,K11352,K11353,K12044,K13242,K13375,K13376,K13377,K15040,K15041,K16172,K17605,K17902,K18952,K19523,K19662,K19663,K19720,K19722,K21421,K22138,K22139,K23605,K24070	C00001,C00002,C00005,C00006,C00022,C00024,C00027,C00031,C00043,C00051,C00076,C00085,C00092,C00095,C00118,C00127,C00162,C00165,C00195,C00236,C00318,C00352,C00369,C00533,C00546,C00704,C00794,C00873,C02135,C02843,C05981,C06156,C16844,C21011,C21012,C21013,C21014,C22310,C22311
map00062	Fatty acid elongation	R00385,R00385,R00391,R00391,R01177,R01177,R01274,R01274,R01278,R01278,R01778,R01778,R02685,R02685,R03776,R03776,R03778,R03778,R03856,R03856,R03858,R03858,R03989,R03989,R03991,R03991,R04170,R04170,R04737,R04737,R04738,R04738,R04739,R04739,R04740,R04740,R04741,R04741,R04742,R04742,R04743,R04743,R04744,R04744,R04745,R04745,R04746,R04746,R04747,R04747,R04748,R04748,R04749,R04749,R04753,R04753,R06985,R06985,R07162,R07162,R09450,R09450,R10825,R10825,R10826,R10826,R10827,R10827,R10828,R10828	K00022,K01068,K01074,K07508,K07509,K07511,K07512,K07515,K10203,K10205,K10244,K10245,K10246,K10247,K10248,K10249,K10250,K10251,K10258,K10703,K15397,K16339,K17360,K22554	C00024,C00040,C00083,C00136,C00154,C00162,C00249,C00264,C00605,C00638,C00640,C00658,C01832,C01944,C02593,C02843,C03221,C05258,C05259,C05260,C05261,C05262,C05263,C05264,C05265,C05266,C05267,C05268,C05269,C05270,C05271,C05272,C05273,C05274,C05275,C05276,C20876,C20877,C20878,C20879
